dataset,scene,sh_degree,lambda_dssim,percent_dense,scale_pos_scale_lr,scale_feat_opacity_lr,psnr,ssim,lpips,npt,size
nerf_synthetic,drums,3,0.1,0.01,2.000000,1.000000,26.13,0.000,0.000,379547,89.8
nerf_synthetic,drums,3,0.1,0.01,2.000000,2.000000,26.10,0.000,0.000,282333,66.8
nerf_synthetic,drums,3,0.1,0.01,2.000000,3.000000,26.06,0.000,0.000,164119,38.8
nerf_synthetic,drums,3,0.1,0.01,2.000000,0.500000,26.05,0.000,0.000,366409,86.7
nerf_synthetic,drums,3,0.1,0.01,2.000000,0.300000,25.94,0.000,0.000,324042,76.6
nerf_synthetic,drums,3,0.1,0.01,3.000000,1.000000,26.08,0.000,0.000,389579,92.1
nerf_synthetic,drums,3,0.1,0.01,3.000000,2.000000,26.08,0.000,0.000,279156,66.0
nerf_synthetic,drums,3,0.1,0.01,3.000000,3.000000,26.01,0.000,0.000,163068,38.6
nerf_synthetic,drums,3,0.1,0.01,3.000000,0.500000,25.99,0.000,0.000,406140,96.1
nerf_synthetic,drums,3,0.1,0.01,3.000000,0.300000,25.90,0.000,0.000,377047,89.2
nerf_synthetic,drums,3,0.1,0.01,4.000000,1.000000,26.04,0.000,0.000,370190,87.6
nerf_synthetic,drums,3,0.1,0.01,4.000000,2.000000,26.03,0.000,0.000,257886,61.0
nerf_synthetic,drums,3,0.1,0.01,4.000000,3.000000,25.94,0.000,0.000,151151,35.8
nerf_synthetic,drums,3,0.1,0.01,4.000000,0.500000,25.95,0.000,0.000,400545,94.7
nerf_synthetic,drums,3,0.1,0.01,4.000000,0.300000,25.84,0.000,0.000,389735,92.2
nerf_synthetic,drums,3,0.1,0.01,0.500000,1.000000,26.07,0.000,0.000,185141,43.8
nerf_synthetic,drums,3,0.1,0.01,0.500000,2.000000,26.06,0.000,0.000,166849,39.5
nerf_synthetic,drums,3,0.1,0.01,0.500000,3.000000,25.89,0.000,0.000,105342,24.9
nerf_synthetic,drums,3,0.1,0.01,0.500000,0.500000,25.96,0.000,0.000,141550,33.5
nerf_synthetic,drums,3,0.1,0.01,0.500000,0.300000,25.83,0.000,0.000,113606,26.9
nerf_synthetic,drums,3,0.1,0.01,0.300000,1.000000,25.93,0.000,0.000,121259,28.7
nerf_synthetic,drums,3,0.1,0.01,0.300000,2.000000,25.89,0.000,0.000,125545,29.7
nerf_synthetic,drums,3,0.1,0.01,0.300000,3.000000,25.69,0.000,0.000,81916,19.4
nerf_synthetic,drums,3,0.1,0.01,0.300000,0.500000,25.83,0.000,0.000,91043,21.5
nerf_synthetic,drums,3,0.1,0.01,0.300000,0.300000,25.67,0.000,0.000,75768,17.9
nerf_synthetic,drums,3,0.1,0.015,1.000000,1.000000,26.13,0.000,0.000,289600,68.5
nerf_synthetic,drums,3,0.1,0.015,1.000000,2.000000,26.12,0.000,0.000,237262,56.1
nerf_synthetic,drums,3,0.1,0.015,1.000000,3.000000,26.04,0.000,0.000,140857,33.3
nerf_synthetic,drums,3,0.1,0.015,1.000000,0.500000,26.05,0.000,0.000,249492,59.0
nerf_synthetic,drums,3,0.1,0.015,1.000000,0.300000,25.92,0.000,0.000,206398,48.8
nerf_synthetic,drums,3,0.1,0.015,2.000000,1.000000,26.12,0.000,0.000,375498,88.8
nerf_synthetic,drums,3,0.1,0.015,2.000000,2.000000,26.12,0.000,0.000,276880,65.5
nerf_synthetic,drums,3,0.1,0.015,2.000000,3.000000,26.05,0.000,0.000,159978,37.8
nerf_synthetic,drums,3,0.1,0.015,2.000000,0.500000,26.05,0.000,0.000,363661,86.0
nerf_synthetic,drums,3,0.1,0.015,2.000000,0.300000,25.92,0.000,0.000,321734,76.1
nerf_synthetic,drums,3,0.1,0.015,3.000000,1.000000,26.08,0.000,0.000,385237,91.1
nerf_synthetic,drums,3,0.1,0.015,3.000000,2.000000,26.07,0.000,0.000,273913,64.8
nerf_synthetic,drums,3,0.1,0.015,3.000000,3.000000,26.02,0.000,0.000,157088,37.2
nerf_synthetic,drums,3,0.1,0.015,3.000000,0.500000,26.00,0.000,0.000,404222,95.6
nerf_synthetic,drums,3,0.1,0.015,3.000000,0.300000,25.89,0.000,0.000,374275,88.5
nerf_synthetic,drums,3,0.1,0.015,4.000000,1.000000,26.04,0.000,0.000,365758,86.5
nerf_synthetic,drums,3,0.1,0.015,4.000000,2.000000,26.04,0.000,0.000,252772,59.8
nerf_synthetic,drums,3,0.1,0.015,4.000000,3.000000,25.95,0.000,0.000,145522,34.4
nerf_synthetic,drums,3,0.1,0.015,4.000000,0.500000,25.96,0.000,0.000,397688,94.1
nerf_synthetic,drums,3,0.1,0.015,4.000000,0.300000,25.84,0.000,0.000,387858,91.7
nerf_synthetic,drums,3,0.1,0.015,0.500000,1.000000,26.06,0.000,0.000,181504,42.9
nerf_synthetic,drums,3,0.1,0.015,0.500000,2.000000,26.02,0.000,0.000,165041,39.0
nerf_synthetic,drums,3,0.1,0.015,0.500000,3.000000,25.88,0.000,0.000,105382,24.9
nerf_synthetic,drums,3,0.1,0.015,0.500000,0.500000,25.95,0.000,0.000,140275,33.2
nerf_synthetic,drums,3,0.1,0.015,0.500000,0.300000,25.82,0.000,0.000,112023,26.5
nerf_synthetic,drums,3,0.1,0.015,0.300000,1.000000,25.88,0.000,0.000,116297,27.5
nerf_synthetic,drums,3,0.1,0.015,0.300000,2.000000,25.80,0.000,0.000,120585,28.5
nerf_synthetic,drums,3,0.1,0.015,0.300000,3.000000,25.58,0.000,0.000,80293,19.0
nerf_synthetic,drums,3,0.1,0.015,0.300000,0.500000,25.80,0.000,0.000,88783,21.0
nerf_synthetic,drums,3,0.1,0.015,0.300000,0.300000,25.65,0.000,0.000,72838,17.2
nerf_synthetic,drums,3,0.1,0.02,1.000000,1.000000,26.13,0.000,0.000,289861,68.6
nerf_synthetic,drums,3,0.1,0.02,1.000000,2.000000,26.10,0.000,0.000,236785,56.0
nerf_synthetic,drums,3,0.1,0.02,1.000000,3.000000,26.04,0.000,0.000,137952,32.6
nerf_synthetic,drums,3,0.1,0.02,1.000000,0.500000,26.05,0.000,0.000,247894,58.6
nerf_synthetic,drums,3,0.1,0.02,1.000000,0.300000,25.91,0.000,0.000,203812,48.2
nerf_synthetic,drums,3,0.1,0.02,2.000000,1.000000,26.12,0.000,0.000,375922,88.9
nerf_synthetic,drums,3,0.1,0.02,2.000000,2.000000,26.10,0.000,0.000,276771,65.5
nerf_synthetic,drums,3,0.1,0.02,2.000000,3.000000,26.05,0.000,0.000,159577,37.7
nerf_synthetic,drums,3,0.1,0.02,2.000000,0.500000,26.06,0.000,0.000,365921,86.5
nerf_synthetic,drums,3,0.1,0.02,2.000000,0.300000,25.92,0.000,0.000,323198,76.4
nerf_synthetic,drums,3,0.1,0.02,3.000000,1.000000,26.09,0.000,0.000,385267,91.1
nerf_synthetic,drums,3,0.1,0.02,3.000000,2.000000,26.06,0.000,0.000,272226,64.4
nerf_synthetic,drums,3,0.1,0.02,3.000000,3.000000,25.99,0.000,0.000,156922,37.1
nerf_synthetic,drums,3,0.1,0.02,3.000000,0.500000,26.00,0.000,0.000,401593,95.0
nerf_synthetic,drums,3,0.1,0.02,3.000000,0.300000,25.90,0.000,0.000,375628,88.8
nerf_synthetic,drums,3,0.1,0.02,4.000000,1.000000,26.03,0.000,0.000,362772,85.8
nerf_synthetic,drums,3,0.1,0.02,4.000000,2.000000,26.02,0.000,0.000,249421,59.0
nerf_synthetic,drums,3,0.1,0.02,4.000000,3.000000,25.95,0.000,0.000,144151,34.1
nerf_synthetic,drums,3,0.1,0.02,4.000000,0.500000,25.96,0.000,0.000,397535,94.0
nerf_synthetic,drums,3,0.1,0.02,4.000000,0.300000,25.83,0.000,0.000,384710,91.0
nerf_synthetic,drums,3,0.1,0.02,0.500000,1.000000,26.04,0.000,0.000,180898,42.8
nerf_synthetic,drums,3,0.1,0.02,0.500000,2.000000,26.00,0.000,0.000,164069,38.8
nerf_synthetic,drums,3,0.1,0.02,0.500000,3.000000,25.88,0.000,0.000,103875,24.6
nerf_synthetic,drums,3,0.1,0.02,0.500000,0.500000,25.95,0.000,0.000,140545,33.2
nerf_synthetic,drums,3,0.1,0.02,0.500000,0.300000,25.82,0.000,0.000,110892,26.2
nerf_synthetic,drums,3,0.1,0.02,0.300000,1.000000,25.87,0.000,0.000,116678,27.6
nerf_synthetic,drums,3,0.1,0.02,0.300000,2.000000,25.75,0.000,0.000,116761,27.6
nerf_synthetic,drums,3,0.1,0.02,0.300000,3.000000,25.38,0.000,0.000,78846,18.6
nerf_synthetic,drums,3,0.1,0.02,0.300000,0.500000,25.77,0.000,0.000,88523,20.9
nerf_synthetic,drums,3,0.1,0.02,0.300000,0.300000,25.64,0.000,0.000,72482,17.1
nerf_synthetic,drums,3,0.1,0.007,1.000000,1.000000,26.15,0.000,0.000,299729,70.9
nerf_synthetic,drums,3,0.1,0.007,1.000000,2.000000,26.12,0.000,0.000,244192,57.8
nerf_synthetic,drums,3,0.1,0.007,1.000000,3.000000,26.07,0.000,0.000,145068,34.3
nerf_synthetic,drums,3,0.1,0.007,1.000000,0.500000,26.06,0.000,0.000,258052,61.0
nerf_synthetic,drums,3,0.1,0.007,1.000000,0.300000,25.94,0.000,0.000,213010,50.4
nerf_synthetic,drums,3,0.1,0.007,2.000000,1.000000,26.14,0.000,0.000,384623,91.0
nerf_synthetic,drums,3,0.1,0.007,2.000000,2.000000,26.11,0.000,0.000,286376,67.7
nerf_synthetic,drums,3,0.1,0.007,2.000000,3.000000,26.04,0.000,0.000,168713,39.9
nerf_synthetic,drums,3,0.1,0.007,2.000000,0.500000,26.05,0.000,0.000,369504,87.4
nerf_synthetic,drums,3,0.1,0.007,2.000000,0.300000,25.93,0.000,0.000,323907,76.6
nerf_synthetic,drums,3,0.1,0.007,3.000000,1.000000,26.09,0.000,0.000,394752,93.4
nerf_synthetic,drums,3,0.1,0.007,3.000000,2.000000,26.06,0.000,0.000,283923,67.2
nerf_synthetic,drums,3,0.1,0.007,3.000000,3.000000,26.00,0.000,0.000,170691,40.4
nerf_synthetic,drums,3,0.1,0.007,3.000000,0.500000,26.01,0.000,0.000,406769,96.2
nerf_synthetic,drums,3,0.1,0.007,3.000000,0.300000,25.89,0.000,0.000,377527,89.3
nerf_synthetic,drums,3,0.1,0.007,4.000000,1.000000,26.03,0.000,0.000,374213,88.5
nerf_synthetic,drums,3,0.1,0.007,4.000000,2.000000,26.02,0.000,0.000,264976,62.7
nerf_synthetic,drums,3,0.1,0.007,4.000000,3.000000,25.94,0.000,0.000,160697,38.0
nerf_synthetic,drums,3,0.1,0.007,4.000000,0.500000,25.95,0.000,0.000,407692,96.4
nerf_synthetic,drums,3,0.1,0.007,4.000000,0.300000,25.83,0.000,0.000,389176,92.0
nerf_synthetic,drums,3,0.1,0.007,0.500000,1.000000,26.08,0.000,0.000,194335,46.0
nerf_synthetic,drums,3,0.1,0.007,0.500000,2.000000,26.07,0.000,0.000,176727,41.8
nerf_synthetic,drums,3,0.1,0.007,0.500000,3.000000,25.98,0.000,0.000,108606,25.7
nerf_synthetic,drums,3,0.1,0.007,0.500000,0.500000,25.98,0.000,0.000,149951,35.5
nerf_synthetic,drums,3,0.1,0.007,0.500000,0.300000,25.84,0.000,0.000,118806,28.1
nerf_synthetic,drums,3,0.1,0.007,0.300000,1.000000,25.97,0.000,0.000,131574,31.1
nerf_synthetic,drums,3,0.1,0.007,0.300000,2.000000,25.97,0.000,0.000,129676,30.7
nerf_synthetic,drums,3,0.1,0.007,0.300000,3.000000,25.88,0.000,0.000,85347,20.2
nerf_synthetic,drums,3,0.1,0.007,0.300000,0.500000,25.86,0.000,0.000,95587,22.6
nerf_synthetic,drums,3,0.1,0.007,0.300000,0.300000,25.71,0.000,0.000,80669,19.1
nerf_synthetic,drums,3,0.1,0.005,1.000000,1.000000,26.15,0.000,0.000,304838,72.1
nerf_synthetic,drums,3,0.1,0.005,1.000000,2.000000,26.12,0.000,0.000,250468,59.2
nerf_synthetic,drums,3,0.1,0.005,1.000000,3.000000,26.06,0.000,0.000,152391,36.0
nerf_synthetic,drums,3,0.1,0.005,1.000000,0.500000,26.06,0.000,0.000,259186,61.3
nerf_synthetic,drums,3,0.1,0.005,1.000000,0.300000,25.93,0.000,0.000,212747,50.3
nerf_synthetic,drums,3,0.1,0.005,2.000000,1.000000,26.13,0.000,0.000,388214,91.8
nerf_synthetic,drums,3,0.1,0.005,2.000000,2.000000,26.10,0.000,0.000,294630,69.7
nerf_synthetic,drums,3,0.1,0.005,2.000000,3.000000,26.03,0.000,0.000,177831,42.1
nerf_synthetic,drums,3,0.1,0.005,2.000000,0.500000,26.04,0.000,0.000,369158,87.3
nerf_synthetic,drums,3,0.1,0.005,2.000000,0.300000,25.92,0.000,0.000,320837,75.9
nerf_synthetic,drums,3,0.1,0.005,3.000000,1.000000,26.07,0.000,0.000,402496,95.2
nerf_synthetic,drums,3,0.1,0.005,3.000000,2.000000,26.06,0.000,0.000,293150,69.3
nerf_synthetic,drums,3,0.1,0.005,3.000000,3.000000,26.01,0.000,0.000,181549,42.9
nerf_synthetic,drums,3,0.1,0.005,3.000000,0.500000,25.99,0.000,0.000,408957,96.7
nerf_synthetic,drums,3,0.1,0.005,3.000000,0.300000,25.88,0.000,0.000,373135,88.3
nerf_synthetic,drums,3,0.1,0.005,4.000000,1.000000,26.03,0.000,0.000,380488,90.0
nerf_synthetic,drums,3,0.1,0.005,4.000000,2.000000,26.02,0.000,0.000,275022,65.0
nerf_synthetic,drums,3,0.1,0.005,4.000000,3.000000,25.95,0.000,0.000,175746,41.6
nerf_synthetic,drums,3,0.1,0.005,4.000000,0.500000,25.95,0.000,0.000,405975,96.0
nerf_synthetic,drums,3,0.1,0.005,4.000000,0.300000,25.83,0.000,0.000,386965,91.5
nerf_synthetic,drums,3,0.1,0.005,0.500000,1.000000,26.10,0.000,0.000,203784,48.2
nerf_synthetic,drums,3,0.1,0.005,0.500000,2.000000,26.07,0.000,0.000,183500,43.4
nerf_synthetic,drums,3,0.1,0.005,0.500000,3.000000,25.98,0.000,0.000,112287,26.6
nerf_synthetic,drums,3,0.1,0.005,0.500000,0.500000,25.99,0.000,0.000,156079,36.9
nerf_synthetic,drums,3,0.1,0.005,0.500000,0.300000,25.84,0.000,0.000,124560,29.5
nerf_synthetic,drums,3,0.1,0.005,0.300000,1.000000,26.00,0.000,0.000,142082,33.6
nerf_synthetic,drums,3,0.1,0.005,0.300000,2.000000,26.00,0.000,0.000,138673,32.8
nerf_synthetic,drums,3,0.1,0.005,0.300000,3.000000,25.91,0.000,0.000,88225,20.9
nerf_synthetic,drums,3,0.1,0.005,0.300000,0.500000,25.89,0.000,0.000,104861,24.8
nerf_synthetic,drums,3,0.1,0.005,0.300000,0.300000,25.73,0.000,0.000,85213,20.2
nerf_synthetic,drums,3,0.1,0.0025,1.000000,1.000000,26.13,0.000,0.000,300156,71.0
nerf_synthetic,drums,3,0.1,0.0025,1.000000,2.000000,26.09,0.000,0.000,249105,58.9
nerf_synthetic,drums,3,0.1,0.0025,1.000000,3.000000,26.04,0.000,0.000,153790,36.4
nerf_synthetic,drums,3,0.1,0.0025,1.000000,0.500000,26.04,0.000,0.000,254496,60.2
nerf_synthetic,drums,3,0.1,0.0025,1.000000,0.300000,25.91,0.000,0.000,207230,49.0
nerf_synthetic,drums,3,0.1,0.0025,2.000000,1.000000,26.10,0.000,0.000,378517,89.5
nerf_synthetic,drums,3,0.1,0.0025,2.000000,2.000000,26.07,0.000,0.000,299973,70.9
nerf_synthetic,drums,3,0.1,0.0025,2.000000,3.000000,26.01,0.000,0.000,191889,45.4
nerf_synthetic,drums,3,0.1,0.0025,2.000000,0.500000,26.02,0.000,0.000,355243,84.0
nerf_synthetic,drums,3,0.1,0.0025,2.000000,0.300000,25.91,0.000,0.000,306503,72.5
nerf_synthetic,drums,3,0.1,0.0025,3.000000,1.000000,26.06,0.000,0.000,390979,92.5
nerf_synthetic,drums,3,0.1,0.0025,3.000000,2.000000,26.03,0.000,0.000,299540,70.8
nerf_synthetic,drums,3,0.1,0.0025,3.000000,3.000000,25.98,0.000,0.000,203084,48.0
nerf_synthetic,drums,3,0.1,0.0025,3.000000,0.500000,25.98,0.000,0.000,392299,92.8
nerf_synthetic,drums,3,0.1,0.0025,3.000000,0.300000,25.86,0.000,0.000,356418,84.3
nerf_synthetic,drums,3,0.1,0.0025,4.000000,1.000000,26.01,0.000,0.000,371059,87.8
nerf_synthetic,drums,3,0.1,0.0025,4.000000,2.000000,26.00,0.000,0.000,283101,67.0
nerf_synthetic,drums,3,0.1,0.0025,4.000000,3.000000,25.91,0.000,0.000,200062,47.3
nerf_synthetic,drums,3,0.1,0.0025,4.000000,0.500000,25.92,0.000,0.000,390516,92.4
nerf_synthetic,drums,3,0.1,0.0025,4.000000,0.300000,25.81,0.000,0.000,365603,86.5
nerf_synthetic,drums,3,0.1,0.0025,0.500000,1.000000,26.07,0.000,0.000,217291,51.4
nerf_synthetic,drums,3,0.1,0.0025,0.500000,2.000000,26.05,0.000,0.000,189853,44.9
nerf_synthetic,drums,3,0.1,0.0025,0.500000,3.000000,26.01,0.000,0.000,117251,27.7
nerf_synthetic,drums,3,0.1,0.0025,0.500000,0.500000,25.96,0.000,0.000,164036,38.8
nerf_synthetic,drums,3,0.1,0.0025,0.500000,0.300000,25.84,0.000,0.000,132079,31.2
nerf_synthetic,drums,3,0.1,0.0025,0.300000,1.000000,25.98,0.000,0.000,166793,39.4
nerf_synthetic,drums,3,0.1,0.0025,0.300000,2.000000,26.00,0.000,0.000,150833,35.7
nerf_synthetic,drums,3,0.1,0.0025,0.300000,3.000000,25.92,0.000,0.000,91270,21.6
nerf_synthetic,drums,3,0.1,0.0025,0.300000,0.500000,25.90,0.000,0.000,121277,28.7
nerf_synthetic,drums,3,0.1,0.0025,0.300000,0.300000,25.76,0.000,0.000,97604,23.1
nerf_synthetic,drums,3,0.2,0.01,1.000000,1.000000,26.16,0.000,0.000,346368,81.9
nerf_synthetic,drums,3,0.2,0.01,1.000000,2.000000,26.15,0.000,0.000,268438,63.5
nerf_synthetic,drums,3,0.2,0.01,1.000000,3.000000,26.08,0.000,0.000,158630,37.5
nerf_synthetic,drums,3,0.2,0.01,1.000000,0.500000,26.09,0.000,0.000,325080,76.9
nerf_synthetic,drums,3,0.2,0.01,1.000000,0.300000,25.99,0.000,0.000,287436,68.0
nerf_synthetic,drums,3,0.2,0.01,2.000000,1.000000,26.13,0.000,0.000,446289,105.6
nerf_synthetic,drums,3,0.2,0.01,2.000000,2.000000,26.12,0.000,0.000,316257,74.8
nerf_synthetic,drums,3,0.2,0.01,2.000000,3.000000,26.04,0.000,0.000,184282,43.6
nerf_synthetic,drums,3,0.2,0.01,2.000000,0.500000,26.05,0.000,0.000,470431,111.3
nerf_synthetic,drums,3,0.2,0.01,2.000000,0.300000,25.95,0.000,0.000,447020,105.7
nerf_synthetic,drums,3,0.2,0.01,3.000000,1.000000,26.09,0.000,0.000,456408,107.9
nerf_synthetic,drums,3,0.2,0.01,3.000000,2.000000,26.08,0.000,0.000,312242,73.9
nerf_synthetic,drums,3,0.2,0.01,3.000000,3.000000,25.98,0.000,0.000,183189,43.3
nerf_synthetic,drums,3,0.2,0.01,3.000000,0.500000,26.01,0.000,0.000,511541,121.0
nerf_synthetic,drums,3,0.2,0.01,3.000000,0.300000,25.90,0.000,0.000,509554,120.5
nerf_synthetic,drums,3,0.2,0.01,4.000000,1.000000,26.03,0.000,0.000,426943,101.0
nerf_synthetic,drums,3,0.2,0.01,4.000000,2.000000,26.00,0.000,0.000,287564,68.0
nerf_synthetic,drums,3,0.2,0.01,4.000000,3.000000,25.92,0.000,0.000,170947,40.4
nerf_synthetic,drums,3,0.2,0.01,4.000000,0.500000,25.95,0.000,0.000,500097,118.3
nerf_synthetic,drums,3,0.2,0.01,4.000000,0.300000,25.83,0.000,0.000,514151,121.6
nerf_synthetic,drums,3,0.2,0.01,0.500000,1.000000,26.14,0.000,0.000,225742,53.4
nerf_synthetic,drums,3,0.2,0.01,0.500000,2.000000,26.11,0.000,0.000,200058,47.3
nerf_synthetic,drums,3,0.2,0.01,0.500000,3.000000,25.96,0.000,0.000,123736,29.3
nerf_synthetic,drums,3,0.2,0.01,0.500000,0.500000,26.05,0.000,0.000,188450,44.6
nerf_synthetic,drums,3,0.2,0.01,0.500000,0.300000,25.92,0.000,0.000,159354,37.7
nerf_synthetic,drums,3,0.2,0.01,0.300000,1.000000,26.03,0.000,0.000,155124,36.7
nerf_synthetic,drums,3,0.2,0.01,0.300000,2.000000,25.97,0.000,0.000,155970,36.9
nerf_synthetic,drums,3,0.2,0.01,0.300000,3.000000,25.77,0.000,0.000,101738,24.1
nerf_synthetic,drums,3,0.2,0.01,0.300000,0.500000,25.95,0.000,0.000,125015,29.6
nerf_synthetic,drums,3,0.2,0.01,0.300000,0.300000,25.83,0.000,0.000,106685,25.2
nerf_synthetic,drums,3,0.2,0.015,1.000000,1.000000,26.15,0.000,0.000,342861,81.1
nerf_synthetic,drums,3,0.2,0.015,1.000000,2.000000,26.13,0.000,0.000,266581,63.1
nerf_synthetic,drums,3,0.2,0.015,1.000000,3.000000,26.04,0.000,0.000,156846,37.1
nerf_synthetic,drums,3,0.2,0.015,1.000000,0.500000,26.09,0.000,0.000,323463,76.5
nerf_synthetic,drums,3,0.2,0.015,1.000000,0.300000,25.97,0.000,0.000,283170,67.0
nerf_synthetic,drums,3,0.2,0.015,2.000000,1.000000,26.13,0.000,0.000,443202,104.8
nerf_synthetic,drums,3,0.2,0.015,2.000000,2.000000,26.12,0.000,0.000,312605,73.9
nerf_synthetic,drums,3,0.2,0.015,2.000000,3.000000,26.06,0.000,0.000,180746,42.7
nerf_synthetic,drums,3,0.2,0.015,2.000000,0.500000,26.05,0.000,0.000,468992,110.9
nerf_synthetic,drums,3,0.2,0.015,2.000000,0.300000,25.94,0.000,0.000,441335,104.4
nerf_synthetic,drums,3,0.2,0.015,3.000000,1.000000,26.07,0.000,0.000,450692,106.6
nerf_synthetic,drums,3,0.2,0.015,3.000000,2.000000,26.04,0.000,0.000,308535,73.0
nerf_synthetic,drums,3,0.2,0.015,3.000000,3.000000,25.98,0.000,0.000,176908,41.8
nerf_synthetic,drums,3,0.2,0.015,3.000000,0.500000,26.00,0.000,0.000,508290,120.2
nerf_synthetic,drums,3,0.2,0.015,3.000000,0.300000,25.90,0.000,0.000,506422,119.8
nerf_synthetic,drums,3,0.2,0.015,4.000000,1.000000,26.04,0.000,0.000,422279,99.9
nerf_synthetic,drums,3,0.2,0.015,4.000000,2.000000,25.99,0.000,0.000,282802,66.9
nerf_synthetic,drums,3,0.2,0.015,4.000000,3.000000,25.91,0.000,0.000,165267,39.1
nerf_synthetic,drums,3,0.2,0.015,4.000000,0.500000,25.96,0.000,0.000,494168,116.9
nerf_synthetic,drums,3,0.2,0.015,4.000000,0.300000,25.83,0.000,0.000,512185,121.1
nerf_synthetic,drums,3,0.2,0.015,0.500000,1.000000,26.11,0.000,0.000,221096,52.3
nerf_synthetic,drums,3,0.2,0.015,0.500000,2.000000,26.08,0.000,0.000,199470,47.2
nerf_synthetic,drums,3,0.2,0.015,0.500000,3.000000,25.88,0.000,0.000,124572,29.5
nerf_synthetic,drums,3,0.2,0.015,0.500000,0.500000,26.05,0.000,0.000,185497,43.9
nerf_synthetic,drums,3,0.2,0.015,0.500000,0.300000,25.92,0.000,0.000,154409,36.5
nerf_synthetic,drums,3,0.2,0.015,0.300000,1.000000,26.00,0.000,0.000,150528,35.6
nerf_synthetic,drums,3,0.2,0.015,0.300000,2.000000,25.92,0.000,0.000,151241,35.8
nerf_synthetic,drums,3,0.2,0.015,0.300000,3.000000,25.67,0.000,0.000,99987,23.6
nerf_synthetic,drums,3,0.2,0.015,0.300000,0.500000,25.94,0.000,0.000,122055,28.9
nerf_synthetic,drums,3,0.2,0.015,0.300000,0.300000,25.80,0.000,0.000,104768,24.8
nerf_synthetic,drums,3,0.2,0.02,1.000000,1.000000,26.16,0.000,0.000,343461,81.2
nerf_synthetic,drums,3,0.2,0.02,1.000000,2.000000,26.13,0.000,0.000,266469,63.0
nerf_synthetic,drums,3,0.2,0.02,1.000000,3.000000,26.06,0.000,0.000,155283,36.7
nerf_synthetic,drums,3,0.2,0.02,1.000000,0.500000,26.08,0.000,0.000,320810,75.9
nerf_synthetic,drums,3,0.2,0.02,1.000000,0.300000,25.97,0.000,0.000,281100,66.5
nerf_synthetic,drums,3,0.2,0.02,2.000000,1.000000,26.11,0.000,0.000,439163,103.9
nerf_synthetic,drums,3,0.2,0.02,2.000000,2.000000,26.07,0.000,0.000,308529,73.0
nerf_synthetic,drums,3,0.2,0.02,2.000000,3.000000,26.05,0.000,0.000,179981,42.6
nerf_synthetic,drums,3,0.2,0.02,2.000000,0.500000,26.05,0.000,0.000,469235,111.0
nerf_synthetic,drums,3,0.2,0.02,2.000000,0.300000,25.95,0.000,0.000,440480,104.2
nerf_synthetic,drums,3,0.2,0.02,3.000000,1.000000,26.08,0.000,0.000,449269,106.3
nerf_synthetic,drums,3,0.2,0.02,3.000000,2.000000,26.04,0.000,0.000,306075,72.4
nerf_synthetic,drums,3,0.2,0.02,3.000000,3.000000,25.98,0.000,0.000,176650,41.8
nerf_synthetic,drums,3,0.2,0.02,3.000000,0.500000,25.99,0.000,0.000,507044,119.9
nerf_synthetic,drums,3,0.2,0.02,3.000000,0.300000,25.90,0.000,0.000,504838,119.4
nerf_synthetic,drums,3,0.2,0.02,4.000000,1.000000,26.04,0.000,0.000,417044,98.6
nerf_synthetic,drums,3,0.2,0.02,4.000000,2.000000,25.97,0.000,0.000,280605,66.4
nerf_synthetic,drums,3,0.2,0.02,4.000000,3.000000,25.89,0.000,0.000,161648,38.2
nerf_synthetic,drums,3,0.2,0.02,4.000000,0.500000,25.95,0.000,0.000,495048,117.1
nerf_synthetic,drums,3,0.2,0.02,4.000000,0.300000,25.84,0.000,0.000,511472,121.0
nerf_synthetic,drums,3,0.2,0.02,0.500000,1.000000,26.12,0.000,0.000,221868,52.5
nerf_synthetic,drums,3,0.2,0.02,0.500000,2.000000,26.06,0.000,0.000,194787,46.1
nerf_synthetic,drums,3,0.2,0.02,0.500000,3.000000,25.86,0.000,0.000,121862,28.8
nerf_synthetic,drums,3,0.2,0.02,0.500000,0.500000,26.04,0.000,0.000,183762,43.5
nerf_synthetic,drums,3,0.2,0.02,0.500000,0.300000,25.91,0.000,0.000,153763,36.4
nerf_synthetic,drums,3,0.2,0.02,0.300000,1.000000,25.98,0.000,0.000,150324,35.6
nerf_synthetic,drums,3,0.2,0.02,0.300000,2.000000,25.90,0.000,0.000,151851,35.9
nerf_synthetic,drums,3,0.2,0.02,0.300000,3.000000,25.56,0.000,0.000,99412,23.5
nerf_synthetic,drums,3,0.2,0.02,0.300000,0.500000,25.91,0.000,0.000,121163,28.7
nerf_synthetic,drums,3,0.2,0.02,0.300000,0.300000,25.78,0.000,0.000,104981,24.8
nerf_synthetic,drums,3,0.2,0.007,1.000000,1.000000,26.17,0.000,0.000,353401,83.6
nerf_synthetic,drums,3,0.2,0.007,1.000000,2.000000,26.15,0.000,0.000,276528,65.4
nerf_synthetic,drums,3,0.2,0.007,1.000000,3.000000,26.09,0.000,0.000,162573,38.5
nerf_synthetic,drums,3,0.2,0.007,1.000000,0.500000,26.09,0.000,0.000,334840,79.2
nerf_synthetic,drums,3,0.2,0.007,1.000000,0.300000,25.98,0.000,0.000,295387,69.9
nerf_synthetic,drums,3,0.2,0.007,2.000000,1.000000,26.14,0.000,0.000,450530,106.6
nerf_synthetic,drums,3,0.2,0.007,2.000000,2.000000,26.11,0.000,0.000,320541,75.8
